Number,Text,Caption
131,وَ قَالَ [عليه السلام] وَ قَدْ سَمِعَ رَجُلًا يَذُمُّ الدُّنْيَا أَيُّهَا الذَّامُّ لِلدُّنْيَا الْمُغْتَرُّ بِغُرُورِهَا الْمَخْدُوعُ بِأَبَاطِيلِهَا أَ تَغْتَرُّ بِالدُّنْيَا ثُمَّ تَذُمُّهَا أَنْتَ الْمُتَجَرِّمُ عَلَيْهَا أَمْ هِيَ الْمُتَجَرِّمَةُ عَلَيْكَ مَتَى اسْتَهْوَتْكَ أَمْ مَتَى غَرَّتْكَ أَ بِمَصَارِعِ آبَائِكَ مِنَ الْبِلَى أَمْ بِمَضَاجِعِ أُمَّهَاتِكَ تَحْتَ الثَّرَى كَمْ عَلَّلْتَ بِكَفَّيْكَ وَ كَمْ مَرَّضْتَ بِيَدَيْكَ تَبْتَغِى لَهُمُ الشِّفَاءَ وَ تَسْتَوْصِفُ لَهُمُ الْأَطِبَّاءَ غَدَاةَ لَا يُغْنِى عَنْهُمْ دَوَاؤُكَ وَ لَا يُجْدِى عَلَيْهِمْ بُكَاؤُكَ لَمْ يَنْفَعْ أَحَدَهُمْ إِشْفَاقُكَ وَ لَمْ تُسْعَفْ فِيهِ بِطَلِبَتِكَ وَ لَمْ تَدْفَعْ عَنْهُ بِقُوَّتِكَ وَ قَدْ مَثَّلَتْ لَكَ بِهِ الدُّنْيَا نَفْسَكَ وَ بِمَصْرَعِهِ مَصْرَعَكَ إِنَّ الدُّنْيَا دَارُ صِدْقٍ لِمَنْ صَدَقَهَا وَ دَارُ عَافِيَةٍ لِمَنْ فَهِمَ عَنْهَا وَ دَارُ غِنًى لِمَنْ تَزَوَّدَ مِنْهَا وَ دَارُ مَوْعِظَةٍ لِمَنِ اتَّعَظَ بِهَا مَسْجِدُ أَحِبَّاءِ اللَّهِ وَ مُصَلَّى مَلَائِكَةِ اللَّهِ وَ مَهْبِطُ وَحْيِ اللَّهِ وَ مَتْجَرُ أَوْلِيَاءِ اللَّهِ اكْتَسَبُوا فِيهَا الرَّحْمَةَ وَ رَبِحُوا فِيهَا الْجَنَّةَ فَمَنْ ذَا يَذُمُّهَا وَ قَدْ آذَنَتْ بِبَيْنِهَا وَ نَادَتْ بِفِرَاقِهَا وَ نَعَتْ نَفْسَهَا وَ أَهْلَهَا فَمَثَّلَتْ لَهُمْ بِبَلَائِهَا الْبَلَاءَ وَ شَوَّقَتْهُمْ بِسُرُورِهَا إِلَى السُّرُورِ رَاحَتْ بِعَافِيَةٍ وَ ابْتَكَرَتْ بِفَجِيعَةٍ تَرْغِيباً وَ تَرْهِيباً وَ تَخْوِيفاً وَ تَحْذِيراً فَذَمَّهَا رِجَالٌ غَدَاةَ النَّدَامَةِ وَ حَمِدَهَا آخَرُونَ يَوْمَ الْقِيَامَةِ ذَكَّرَتْهُمُ الدُّنْيَا فَتَذَكَّرُوا وَ حَدَّثَتْهُمْ فَصَدَّقُوا وَ وَعَظَتْهُمْ فَاتَّعَظُوا .,حکمت
132,وَ قَالَ [عليه السلام] إِنَّ لِلَّهِ مَلَكاً يُنَادِى فِى كُلِّ يَوْمٍ لِدُوا لِلْمَوْتِ وَ اجْمَعُوا لِلْفَنَاءِ وَ ابْنُوا لِلْخَرَابِ .,حکمت
133,وَ قَالَ [عليه السلام] الدُّنْيَا دَارُ مَمَرٍّ لَا دَارُ مَقَرٍّ وَ النَّاسُ فِيهَا رَجُلَانِ رَجُلٌ بَاعَ فِيهَا نَفْسَهُ فَأَوْبَقَهَا وَ رَجُلٌ ابْتَاعَ نَفْسَهُ فَأَعْتَقَهَا.,حکمت
134,وَ قَالَ [عليه السلام] لَا يَكُونُ الصَّدِيقُ صَدِيقاً حَتَّى يَحْفَظَ أَخَاهُ فِى ثَلَاثٍ فِى نَكْبَتِهِ وَ غَيْبَتِهِ وَ وَفَاتِهِ .,حکمت
135,"وَ قَالَ [عليه السلام] مَنْ أُعْطِيَ أَرْبَعاً لَمْ يُحْرَمْ أَرْبَعاً مَنْ أُعْطِيَ الدُّعَاءَ لَمْ يُحْرَمِ الْإِجَابَةَ وَ مَنْ أُعْطِيَ التَّوْبَةَ لَمْ يُحْرَمِ الْقَبُولَ وَ مَنْ أُعْطِيَ الِاسْتِغْفَارَ لَمْ يُحْرَمِ الْمَغْفِرَةَ وَ مَنْ أُعْطِيَ الشُّكْرَ لَمْ يُحْرَمِ الزِّيَادَةَ .
قال الرضى و تصديق ذلك كتاب الله قال الله فى الدعاء ادْعُونِى أَسْتَجِبْ لَكُمْ و قال فى الاستغفار وَ مَنْ يَعْمَلْ سُوءاً أَوْ يَظْلِمْ نَفْسَهُ ثُمَّ يَسْتَغْفِرِ اللَّهَ يَجِدِ اللَّهَ غَفُوراً رَحِيماً و قال فى الشكر لَئِنْ شَكَرْتُمْ لَأَزِيدَنَّكُمْ و قال فى التوبة إِنَّمَا التَّوْبَةُ عَلَى اللَّهِ لِلَّذِينَ يَعْمَلُونَ السُّوءَ بِجَهالَةٍ ثُمَّ يَتُوبُونَ مِنْ قَرِيبٍ فَأُولئِكَ يَتُوبُ اللَّهُ عَلَيْهِمْ وَ كانَ اللَّهُ عَلِيماً حَكِيماً.",حکمت
136,وَ قَالَ [عليه السلام] الصَّلَاةُ قُرْبَانُ كُلِّ تَقِيٍّ وَ الْحَجُّ جِهَادُ كُلِّ ضَعِيفٍ وَ لِكُلِّ شَيْ‏ءٍ زَكَاةٌ وَ زَكَاةُ الْبَدَنِ الصِّيَامُ وَ جِهَادُ الْمَرْأَةِ حُسْنُ التَّبَعُّلِ .,حکمت
137,وَ قَالَ [عليه السلام] اسْتَنْزِلُوا الرِّزْقَ بِالصَّدَقَةِ .,حکمت
138,وَ قَالَ [عليه السلام] مَنْ أَيْقَنَ بِالْخَلَفِ جَادَ بِالْعَطِيَّةِ .,حکمت
139,وَ قَالَ [عليه السلام] تَنْزِلُ الْمَعُونَةُ عَلَى قَدْرِ الْمَئُونَةِ,حکمت
140,وَ قَالَ [عليه السلام] مَا عَالَ مَنِ اقْتَصَدَ .,حکمت
141,وَ قَالَ [عليه السلام] قِلَّةُ الْعِيَالِ أَحَدُ الْيَسَارَيْنِ .,حکمت
142,وَ قَالَ [عليه السلام] التَّوَدُّدُ نِصْفُ الْعَقْلِ .,حکمت
143,وَ قَالَ [عليه السلام] الْهَمُّ نِصْفُ الْهَرَمِ .,حکمت
144,وَ قَالَ [عليه السلام] يَنْزِلُ الصَّبْرُ عَلَى قَدْرِ الْمُصِيبَةِ وَ مَنْ ضَرَبَ يَدَهُ عَلَى فَخِذِهِ عِنْدَ مُصِيبَتِهِ حَبِطَ عَمَلُهُ .,حکمت
145,وَ قَالَ [عليه السلام] كَمْ مِنْ صَائِمٍ لَيْسَ لَهُ مِنْ صِيَامِهِ إِلَّا الْجُوعُ وَ الظَّمَأُ وَ كَمْ مِنْ قَائِمٍ لَيْسَ لَهُ مِنْ قِيَامِهِ إِلَّا السَّهَرُ وَ الْعَنَاءُ حَبَّذَا نَوْمُ الْأَكْيَاسِ وَ إِفْطَارُهُمْ .,حکمت
146,وَ قَالَ [عليه السلام] سُوسُوا إِيمَانَكُمْ بِالصَّدَقَةِ وَ حَصِّنُوا أَمْوَالَكُمْ بِالزَّكَاةِ وَ ادْفَعُوا أَمْوَاجَ الْبَلَاءِ بِالدُّعَاءِ .,حکمت
147,"وَ مِنْ كَلَامٍ لَهُ [عليه السلام] لِكُمَيْلِ بْنِ زِيَادٍ النَّخَعِيِّ قَالَ كُمَيْلُ بْنُ زِيَادٍ أَخَذَ بِيَدِى أَمِيرُ الْمُؤْمِنِينَ عَلِيُّ بْنُ أَبِى طَالِبٍ [عليه السلام] فَأَخْرَجَنِى إِلَى الْجَبَّانِ فَلَمَّا أَصْحَرَ تَنَفَّسَ الصُّعَدَاءَ ثُمَّ قَالَ :
يَا كُمَيْلَ بْنَ زِيَادٍ إِنَّ هَذِهِ الْقُلُوبَ أَوْعِيَةٌ فَخَيْرُهَا أَوْعَاهَا فَاحْفَظْ عَنِّى مَا أَقُولُ لَكَ النَّاسُ ثَلَاثَةٌ فَعَالِمٌ رَبَّانِيٌّ وَ مُتَعَلِّمٌ عَلَى سَبِيلِ نَجَاةٍ وَ هَمَجٌ رَعَاعٌ أَتْبَاعُ كُلِّ نَاعِقٍ يَمِيلُونَ مَعَ كُلِّ رِيحٍ لَمْ يَسْتَضِيئُوا بِنُورِ الْعِلْمِ وَ لَمْ يَلْجَئُوا إِلَى رُكْنٍ وَثِيقٍ يَا كُمَيْلُ الْعِلْمُ خَيْرٌ مِنَ الْمَالِ الْعِلْمُ يَحْرُسُكَ وَ أَنْتَ تَحْرُسُ الْمَالَ وَ الْمَالُ تَنْقُصُهُ النَّفَقَةُ وَ الْعِلْمُ يَزْكُوا عَلَى الْإِنْفَاقِ وَ صَنِيعُ الْمَالِ يَزُولُ بِزَوَالِهِ يَا كُمَيْلَ بْنَ زِيَادٍ مَعْرِفَةُ الْعِلْمِ دِينٌ يُدَانُ بِهِ بِهِ يَكْسِبُ الْإِنْسَانُ الطَّاعَةَ فِى حَيَاتِهِ وَ جَمِيلَ الْأُحْدُوثَةِ بَعْدَ وَفَاتِهِ وَ الْعِلْمُ حَاكِمٌ وَ الْمَالُ مَحْكُومٌ عَلَيْهِ يَا كُمَيْلُ هَلَكَ خُزَّانُ الْأَمْوَالِ وَ هُمْ أَحْيَاءٌ وَ الْعُلَمَاءُ بَاقُونَ مَا بَقِيَ الدَّهْرُ أَعْيَانُهُمْ مَفْقُودَةٌ وَ أَمْثَالُهُمْ فِى الْقُلُوبِ مَوْجُودَةٌ هَا إِنَّ هَاهُنَا لَعِلْماً جَمّاً وَ أَشَارَ بِيَدِهِ إِلَى صَدْرِهِ لَوْ أَصَبْتُ لَهُ حَمَلَةً بَلَى أَصَبْتُ لَقِناً غَيْرَ مَأْمُونٍ عَلَيْهِ مُسْتَعْمِلًا آلَةَ الدِّينِ لِلدُّنْيَا وَ مُسْتَظْهِراً بِنِعَمِ اللَّهِ عَلَى عِبَادِهِ وَ بِحُجَجِهِ عَلَى أَوْلِيَائِهِ أَوْ مُنْقَاداً لِحَمَلَةِ الْحَقِّ لَا بَصِيرَةَ لَهُ فِى أَحْنَائِهِ يَنْقَدِحُ الشَّكُّ فِى قَلْبِهِ لِأَوَّلِ عَارِضٍ مِنْ شُبْهَةٍ أَلَا لَا ذَا وَ لَا ذَاكَ أَوْ مَنْهُوماً بِاللَّذَّةِ سَلِسَ الْقِيَادِ لِلشَّهْوَةِ أَوْ مُغْرَماً بِالْجَمْعِ وَ الِادِّخَارِ لَيْسَا مِنْ رُعَاةِ الدِّينِ فِى شَيْ‏ءٍ أَقْرَبُ شَيْ‏ءٍ شَبَهاً بِهِمَا الْأَنْعَامُ السَّائِمَةُ كَذَلِكَ يَمُوتُ الْعِلْمُ بِمَوْتِ حَامِلِيهِ اللَّهُمَّ بَلَى لَا تَخْلُو الْأَرْضُ مِنْ قَائِمٍ لِلَّهِ بِحُجَّةٍ إِمَّا ظَاهِراً مَشْهُوراً وَ إِمَّا خَائِفاً مَغْمُوراً لِئَلَّا تَبْطُلَ حُجَجُ اللَّهِ وَ بَيِّنَاتُهُ وَ كَمْ ذَا وَ أَيْنَ أُولَئِكَ أُولَئِكَ وَ اللَّهِ الْأَقَلُّونَ عَدَداً وَ الْأَعْظَمُونَ عِنْدَ اللَّهِ قَدْراً يَحْفَظُ اللَّهُ بِهِمْ حُجَجَهُ وَ بَيِّنَاتِهِ حَتَّى يُودِعُوهَا نُظَرَاءَهُمْ وَ يَزْرَعُوهَا فِى قُلُوبِ أَشْبَاهِهِمْ هَ
جَمَ بِهِمُ الْعِلْمُ عَلَى حَقِيقَةِ الْبَصِيرَةِ وَ بَاشَرُوا رُوحَ الْيَقِينِ وَ اسْتَلَانُوا مَا اسْتَوْعَرَهُ الْمُتْرَفُونَ وَ أَنِسُوا بِمَا اسْتَوْحَشَ مِنْهُ الْجَاهِلُونَ وَ صَحِبُوا الدُّنْيَا بِأَبْدَانٍ أَرْوَاحُهَا مُعَلَّقَةٌ بِالْمَحَلِّ الْأَعْلَى أُولَئِكَ خُلَفَاءُ اللَّهِ فِى أَرْضِهِ وَ الدُّعَاةُ إِلَى دِينِهِ آهِ آهِ شَوْقاً إِلَى رُؤْيَتِهِمْ انْصَرِفْ يَا كُمَيْلُ إِذَا شِئْتَ",حکمت
148,وَ قَالَ [عليه السلام] الْمَرْءُ مَخْبُوءٌ تَحْتَ لِسَانِهِ .,حکمت
149,وَ قَالَ [عليه السلام] هَلَكَ امْرُؤٌ لَمْ يَعْرِفْ قَدْرَهُ .,حکمت
150,"وَ قَالَ [عليه السلام] لِرَجُلٍ سَأَلَهُ أَنْ يَعِظَهُ لَا تَكُنْ مِمَّنْ يَرْجُو الْآخِرَةَ بِغَيْرِ عَمَلٍ وَ يُرَجِّى التَّوْبَةَ بِطُولِ الْأَمَلِ يَقُولُ فِى الدُّنْيَا بِقَوْلِ الزَّاهِدِينَ وَ يَعْمَلُ فِيهَا بِعَمَلِ الرَّاغِبِينَ إِنْ أُعْطِيَ مِنْهَا لَمْ يَشْبَعْ وَ إِنْ مُنِعَ مِنْهَا لَمْ يَقْنَعْ يَعْجِزُ عَنْ شُكْرِ مَا أُوتِيَ وَ يَبْتَغِى الزِّيَادَةَ فِيمَا بَقِيَ يَنْهَى وَ لَا يَنْتَهِى وَ يَأْمُرُ بِمَا لَا يَأْتِى يُحِبُّ الصَّالِحِينَ وَ لَا يَعْمَلُ عَمَلَهُمْ وَ يُبْغِضُ الْمُذْنِبِينَ وَ هُوَ أَحَدُهُمْ يَكْرَهُ الْمَوْتَ لِكَثْرَةِ ذُنُوبِهِ وَ يُقِيمُ عَلَى مَا يَكْرَهُ الْمَوْتَ مِنْ أَجْلِهِ إِنْ سَقِمَ ظَلَّ نَادِماً وَ إِنْ صَحَّ أَمِنَ لَاهِياً يُعْجَبُ بِنَفْسِهِ إِذَا عُوفِيَ وَ يَقْنَطُ إِذَا ابْتُلِيَ إِنْ أَصَابَهُ بَلَاءٌ دَعَا مُضْطَرّاً وَ إِنْ نَالَهُ رَخَاءٌ أَعْرَضَ مُغْتَرّاً تَغْلِبُهُ نَفْسُهُ عَلَى مَا يَظُنُّ وَ لَا يَغْلِبُهَا عَلَى مَا يَسْتَيْقِنُ يَخَافُ عَلَى غَيْرِهِ بِأَدْنَى مِنْ ذَنْبِهِ وَ يَرْجُو لِنَفْسِهِ بِأَكْثَرَ مِنْ عَمَلِهِ إِنِ اسْتَغْنَى بَطِرَ وَ فُتِنَ وَ إِنِ افْتَقَرَ قَنِطَ وَ وَهَنَ يُقَصِّرُ إِذَا عَمِلَ وَ يُبَالِغُ إِذَا سَأَلَ إِنْ عَرَضَتْ لَهُ شَهْوَةٌ أَسْلَفَ الْمَعْصِيَةَ وَ سَوَّفَ التَّوْبَةَ وَ إِنْ عَرَتْهُ مِحْنَةٌ انْفَرَجَ عَنْ شَرَائِطِ الْمِلَّةِ يَصِفُ الْعِبْرَةَ وَ لَا يَعْتَبِرُ وَ يُبَالِغُ فِى الْمَوْعِظَةِ وَ لَا يَتَّعِظُ فَهُوَ بِالْقَوْلِ مُدِلٌّ وَ مِنَ الْعَمَلِ مُقِلٌّ يُنَافِسُ فِيمَا يَفْنَى وَ يُسَامِحُ فِيمَا يَبْقَى يَرَى الْغُنْمَ مَغْرَماً وَ الْغُرْمَ مَغْنَماً يَخْشَى الْمَوْتَ وَ لَا يُبَادِرُ الْفَوْتَ يَسْتَعْظِمُ مِنْ مَعْصِيَةِ غَيْرِهِ مَا يَسْتَقِلُّ أَكْثَرَ مِنْهُ مِنْ نَفْسِهِ وَ يَسْتَكْثِرُ مِنْ طَاعَتِهِ مَا يَحْقِرُهُ مِنْ طَاعَةِ غَيْرِهِ فَهُوَ عَلَى النَّاسِ طَاعِنٌ وَ لِنَفْسِهِ مُدَاهِنٌ اللَّهْوُ مَعَ الْأَغْنِيَاءِ أَحَبُّ إِلَيْهِ مِنَ الذِّكْرِ مَعَ الْفُقَرَاءِ يَحْكُمُ عَلَى غَيْرِهِ لِنَفْسِهِ وَ لَا يَحْكُمُ عَلَيْهَا لِغَيْرِهِ يُرْشِدُ غَيْرَهُ وَ يُغْوِى نَفْسَهُ فَهُوَ يُطَاعُ وَ يَعْصِى وَ يَسْتَوْفِى وَ لَا يُوفِى وَ يَخْشَى الْخَلْقَ فِى غَيْرِ رَبِّهِ وَ لَا يَخْشَى رَبَّه
ُ فِى خَلْقِهِ
قال الرضى و لو لم يكن فى هذا الكتاب إلا هذا الكلام لكفى به موعظة ناجعة و حكمة بالغة و بصيرة لمبصر و عبرة لناظر مفكر .",حکمت
151,وَ قَالَ [عليه السلام] لِكُلِّ امْرِئٍ عَاقِبَةٌ حُلْوَةٌ أَوْ مُرَّةٌ .,حکمت
152,وَ قَالَ [عليه السلام] لِكُلِّ مُقْبِلٍ إِدْبَارٌ وَ مَا أَدْبَرَ كَأَنْ لَمْ يَكُنْ .,حکمت
153,وَ قَالَ [عليه السلام] لَا يَعْدَمُ الصَّبُورُ الظَّفَرَ وَ إِنْ طَالَ بِهِ الزَّمَانُ .,حکمت
154,وَ قَالَ [عليه السلام] الرَّاضِى بِفِعْلِ قَوْمٍ كَالدَّاخِلِ فِيهِ مَعَهُمْ وَ عَلَى كُلِّ دَاخِلٍ فِى بَاطِلٍ إِثْمَانِ إِثْمُ الْعَمَلِ بِهِ وَ إِثْمُ الرِّضَى بِهِ.,حکمت
155,وَ قَالَ [عليه السلام] اعْتَصِمُوا بِالذِّمَمِ فِى أَوْتَادِهَا .,حکمت
156,وَ قَالَ [عليه السلام] عَلَيْكُمْ بِطَاعَةِ مَنْ لَا تُعْذَرُونَ بِجَهَالَتِهِ .,حکمت
157,وَ قَالَ [عليه السلام] قَدْ بُصِّرْتُمْ إِنْ أَبْصَرْتُمْ وَ قَدْ هُدِيتُمْ إِنِ اهْتَدَيْتُمْ وَ أُسْمِعْتُمْ إِنِ اسْتَمَعْتُمْ .,حکمت
158,وَ قَالَ [عليه السلام] عَاتِبْ أَخَاكَ بِالْإِحْسَانِ إِلَيْهِ وَ ارْدُدْ شَرَّهُ بِالْإِنْعَامِ عَلَيْهِ .,حکمت
159,وَ قَالَ [عليه السلام] مَنْ وَضَعَ نَفْسَهُ مَوَاضِعَ التُّهَمَةِ فَلَا يَلُومَنَّ مَنْ أَسَاءَ بِهِ الظَّنَّ .,حکمت
160,وَ قَالَ [عليه السلام] مَنْ مَلَكَ اسْتَأْثَرَ .,حکمت
161,وَ قَالَ [عليه السلام] مَنِ اسْتَبَدَّ بِرَأْيِهِ هَلَكَ وَ مَنْ شَاوَرَ الرِّجَالَ شَارَكَهَا فِى عُقُولِهَا .,حکمت
162,وَ قَالَ [عليه السلام] مَنْ كَتَمَ سِرَّهُ كَانَتِ الْخِيَرَةُ بِيَدِهِ .,حکمت
163,وَ قَالَ [عليه السلام] الْفَقْرُ الْمَوْتُ الْأَكْبَرُ .,حکمت
164,وَ قَالَ [عليه السلام] مَنْ قَضَى حَقَّ مَنْ لَا يَقْضِى حَقَّهُ فَقَدْ عَبَدَهُ .,حکمت
165,وَ قَالَ [عليه السلام] لَا طَاعَةَ لِمَخْلُوقٍ فِى مَعْصِيَةِ الْخَالِقِ .,حکمت
166,وَ قَالَ [عليه السلام] لَا يُعَابُ الْمَرْءُ بِتَأْخِيرِ حَقِّهِ إِنَّمَا يُعَابُ مَنْ أَخَذَ مَا لَيْسَ لَهُ,حکمت
167,وَ قَالَ [عليه السلام] الْإِعْجَابُ يَمْنَعُ الِازْدِيَادَ .,حکمت
168,وَ قَالَ [عليه السلام] الْأَمْرُ قَرِيبٌ وَ الِاصْطِحَابُ قَلِيلٌ .,حکمت
169,وَ قَالَ [عليه السلام] قَدْ أَضَاءَ الصُّبْحُ لِذِى عَيْنَيْنِ .,حکمت
170,وَ قَالَ [عليه السلام] تَرْكُ الذَّنْبِ أَهْوَنُ مِنْ طَلَبِ الْمَعُونَةِ .,حکمت
171,وَ قَالَ [عليه السلام] كَمْ مِنْ أَكْلَةٍ مَنَعَتْ أَكَلَاتٍ .,حکمت
172,وَ قَالَ [عليه السلام] النَّاسُ أَعْدَاءُ مَا جَهِلُوا .,حکمت
173,وَ قَالَ [عليه السلام] مَنِ اسْتَقْبَلَ وُجُوهَ الْآرَاءِ عَرَفَ مَوَاقِعَ الْخَطَإِ .,حکمت
174,وَ قَالَ [عليه السلام] مَنْ أَحَدَّ سِنَانَ الْغَضَبِ لِلَّهِ قَوِيَ عَلَى قَتْلِ أَشِدَّاءِ الْبَاطِلِ .,حکمت
175,وَ قَالَ [عليه السلام] إِذَا هِبْتَ أَمْراً فَقَعْ فِيهِ فَإِنَّ شِدَّةَ تَوَقِّيهِ أَعْظَمُ مِمَّا تَخَافُ مِنْهُ .,حکمت
176,وَ قَالَ [عليه السلام] آلَةُ الرِّيَاسَةِ سَعَةُ الصَّدْرِ .,حکمت
177,وَ قَالَ [عليه السلام] ازْجُرِ الْمُسِي‏ءَ بِثَوَابِ الْمُحْسِنِ .,حکمت
178,وَ قَالَ [عليه السلام] احْصُدِ الشَّرَّ مِنْ صَدْرِ غَيْرِكَ بِقَلْعِهِ مِنْ صَدْرِكَ,حکمت
179,وَ قَالَ [عليه السلام] اللَّجَاجَةُ تَسُلُّ الرَّأْيَ .,حکمت
180,وَ قَالَ [عليه السلام] الطَّمَعُ رِقٌّ مُؤَبَّدٌ .,حکمت
181,وَ قَالَ [عليه السلام] ثَمَرَةُ التَّفْرِيطِ النَّدَامَةُ وَ ثَمَرَةُ الْحَزْمِ السَّلَامَةُ .,حکمت
182,وَ قَالَ [عليه السلام] لَا خَيْرَ فِى الصَّمْتِ عَنِ الْحُكْمِ كَمَا أَنَّهُ لَا خَيْرَ فِى الْقَوْلِ بِالْجَهْلِ,حکمت
183,وَ قَالَ [عليه السلام] مَا اخْتَلَفَتْ دَعْوَتَانِ إِلَّا كَانَتْ إِحْدَاهُمَا ضَلَالَةً .,حکمت
184,وَ قَالَ [عليه السلام] مَا شَكَكْتُ فِى الْحَقِّ مُذْ أُرِيتُهُ .,حکمت
185,وَ قَالَ [عليه السلام] مَا كَذَبْتُ وَ لَا كُذِّبْتُ وَ لَا ضَلَلْتُ وَ لَا ضُلَّ بِى .,حکمت
186,وَ قَالَ [عليه السلام] لِلظَّالِمِ الْبَادِى غَداً بِكَفِّهِ عَضَّةٌ .,حکمت
187,وَ قَالَ [عليه السلام] الرَّحِيلُ وَشِيكٌ .,حکمت
188,وَ قَالَ [عليه السلام] مَنْ أَبْدَى صَفْحَتَهُ لِلْحَقِّ هَلَكَ .,حکمت
189,وَ قَالَ [عليه السلام] مَنْ لَمْ يُنْجِهِ الصَّبْرُ أَهْلَكَهُ الْجَزَعُ,حکمت
190,وَ قَالَ [عليه السلام] وَا عَجَبَاهْ أَ تَكُونُ الْخِلَافَةُ بِالصَّحَابَةِ وَ الْقَرَابَةِ .,حکمت
191,وَ قَالَ [عليه السلام] إِنَّمَا الْمَرْءُ فِى الدُّنْيَا غَرَضٌ تَنْتَضِلُ فِيهِ الْمَنَايَا وَ نَهْبٌ تُبَادِرُهُ الْمَصَائِبُ وَ مَعَ كُلِّ جُرْعَةٍ شَرَقٌ وَ فِى كُلِّ أَكْلَةٍ غَصَصٌ وَ لَا يَنَالُ الْعَبْدُ نِعْمَةً إِلَّا بِفِرَاقِ أُخْرَى وَ لَا يَسْتَقْبِلُ يَوْماً مِنْ عُمُرِهِ إِلَّا بِفِرَاقِ آخَرَ مِنْ أَجَلِهِ فَنَحْنُ أَعْوَانُ الْمَنُونِ وَ أَنْفُسُنَا نَصْبُ الْحُتُوفِ فَمِنْ أَيْنَ نَرْجُو الْبَقَاءَ وَ هَذَا اللَّيْلُ وَ النَّهَارُ لَمْ يَرْفَعَا مِنْ شَيْ‏ءٍ شَرَفاً إِلَّا أَسْرَعَا الْكَرَّةَ فِى هَدْمِ مَا بَنَيَا وَ تَفْرِيقِ مَا جَمَعَا .,حکمت
192,وَ قَالَ [عليه السلام] يَا ابْنَ آدَمَ مَا كَسَبْتَ فَوْقَ قُوتِكَ فَأَنْتَ فِيهِ خَازِنٌ لِغَيْرِكَ .,حکمت
193,وَ قَالَ [عليه السلام] إِنَّ لِلْقُلُوبِ شَهْوَةً وَ إِقْبَالًا وَ إِدْبَاراً فَأْتُوهَا مِنْ قِبَلِ شَهْوَتِهَا وَ إِقْبَالِهَا فَإِنَّ الْقَلْبَ إِذَا أُكْرِهَ عَمِيَ .,حکمت
194,وَ كَانَ [عليه السلام] يَقُولُ مَتَى أَشْفِى غَيْظِى إِذَا غَضِبْتُأَ حِينَ أَعْجِزُ عَنِ الِانْتِقَامِ فَيُقَالُ لِى لَوْ صَبَرْتَ أَمْ حِينَ أَقْدِرُ عَلَيْهِ فَيُقَالُ لِى لَوْ عَفَوْتَ .,حکمت
195,وَ قَالَ [عليه السلام] وَ قَدْ مَرَّ بِقَذَرٍ عَلَى مَزْبَلَةٍ هَذَا مَا بَخِلَ بِهِ الْبَاخِلُونَ وَ رُوِيَ فِى خَبَرٍ آخَرَ أَنَّهُ قَالَ هَذَا مَا كُنْتُمْ تَتَنَافَسُونَ فِيهِ بِالْأَمْسِ .,حکمت
196,وَ قَالَ [عليه السلام] لَمْ يَذْهَبْ مِنْ مَالِكَ مَا وَعَظَكَ .,حکمت
197,وَ قَالَ [عليه السلام] لَمْ يَذْهَبْ مِنْ مَالِكَ مَا وَعَظَكَ .,حکمت
198,وَ قَالَ [عليه السلام] لَمَّا سَمِعَ قَوْلَ الْخَوَارِجِ لَا حُكْمَ إِلَّا لِلَّهِ كَلِمَةُ حَقٍّ يُرَادُ بِهَا بَاطِلٌ .,حکمت
199,وَ قَالَ [عليه السلام] فِى صِفَةِ الْغَوْغَاءِ هُمُ الَّذِينَ إِذَا اجْتَمَعُوا غَلَبُوا وَ إِذَا تَفَرَّقُوا لَمْ يُعْرَفُوا وَ قِيلَ بَلْ قَالَ ع هُمُ الَّذِينَ إِذَا اجْتَمَعُوا ضَرُّوا وَ إِذَا تَفَرَّقُوا نَفَعُوا فَقِيلَ قَدْ عَرَفْنَا مَضَرَّةَ اجْتِمَاعِهِمْ فَمَا مَنْفَعَةُ افْتِرَاقِهِمْ فَقَالَ يَرْجِعُ أَصْحَابُ الْمِهَنِ إِلَى مِهْنَتِهِمْ فَيَنْتَفِعُ النَّاسُ بِهِمْ كَرُجُوعِ الْبَنَّاءِ إِلَى بِنَائِهِ وَ النَّسَّاجِ إِلَى مَنْسَجِهِ وَ الْخَبَّازِ إِلَى مَخْبَزِهِ .,حکمت
200,وَ قَالَ [عليه السلام] وَ أُتِيَ بِجَانٍ وَ مَعَهُ غَوْغَاءُ فَقَالَ لَا مَرْحَباً بِوُجُوهٍ لَا تُرَى إِلَّا عِنْدَ كُلِّ سَوْأَةٍ .,حکمت
201,وَ قَالَ [عليه السلام] إِنَّ مَعَ كُلِّ إِنْسَانٍ مَلَكَيْنِ يَحْفَظَانِهِ فَإِذَا جَاءَ الْقَدَرُ خَلَّيَا بَيْنَهُ وَ بَيْنَهُ وَ إِنَّ الْأَجَلَ جُنَّةٌ حَصِينَةٌ .,حکمت
202,وَ قَالَ [عليه السلام] وَ قَدْ قَالَ لَهُ طَلْحَةُ وَ الزُّبَيْرُ نُبَايِعُكَ عَلَى أَنَّا شُرَكَاؤُكَ فِى هَذَا الْأَمْرِ لَا وَ لَكِنَّكُمَا شَرِيكَانِ فِى الْقُوَّةِ وَ الِاسْتِعَانَةِ وَ عَوْنَانِ عَلَى الْعَجْزِ وَ الْأَوَدِ .,حکمت
